Date,Stock,Güncel Fiyat,Gelecek 3 Aylık %,Gelecek 1 Yıllık %,Gelecek 6 Aylık %,Gelecek 1 Aylık %,Gelecek 1 Haftalık %,Gelecek 1 Günlük %
2008-03-12,RRC,60.29,7.75,-38.36,-21.15,9.97,-2.74,5.01
2008-03-13,FNV,21.73,-5.43,-5.66,-8.38,-7.13,-14.68,1.56
2008-03-13,ILMN,32.57,19.05,8.56,27.8,17.78,6.36,-0.55
2008-03-13,RRC,63.31,11.18,-39.24,-26.0,6.33,-6.54,-1.23
2008-03-14,FNV,22.07,-5.66,0.36,-9.56,-9.56,-15.99,-4.17
2008-03-17,FNV,21.15,-1.94,6.71,-5.63,-9.13,-8.61,-2.84
2008-03-18,FNV,20.55,0.73,8.86,-9.78,-4.48,-3.07,-5.4
2008-03-19,FNV,19.44,6.48,21.24,-6.84,6.43,4.58,-4.63
2008-03-20,No Stocks Captured,,,,,,,
2008-03-21,No Stocks Captured,,,,,,,
2008-03-24,No Stocks Captured,,,,,,,
2008-03-25,PM,51.75,-2.16,-25.02,5.86,-3.25,-2.26,-2.8
2008-03-26,PM,50.3,-0.8,-23.3,8.59,3.38,1.81,0.76
2008-03-27,V,15.73,33.95,-11.78,12.78,14.93,4.12,-0.24
2008-03-27,PM,50.68,-0.55,-24.43,8.15,2.6,0.73,0.75
2008-03-28,V,15.69,33.16,-13.56,14.17,19.66,2.74,-0.64
2008-03-28,PM,51.06,-1.65,-26.4,5.13,0.47,0.61,-0.94
2008-03-31,V,15.59,29.99,-14.21,11.26,21.28,4.3,-1.2
2008-03-31,PM,50.58,0.12,-27.38,4.43,0.97,0.18,-0.0
2008-04-01,V,15.4,34.17,-9.75,7.69,31.28,10.52,1.15
2008-04-01,PM,50.58,1.17,-29.66,6.31,2.83,0.04,1.25
2008-04-02,PM,51.21,1.09,-29.27,-4.35,-0.35,-3.57,-0.31
2008-04-02,V,15.58,31.68,-12.89,2.84,33.91,5.57,5.1
2008-04-03,V,16.38,20.76,-15.13,2.14,30.38,0.93,-1.56
2008-04-04,V,16.12,28.1,-6.82,7.89,28.33,2.53,0.87
2008-04-07,V,16.26,25.02,-9.09,0.22,30.78,0.98,4.69
2008-04-08,PM,50.6,-0.42,-26.92,-2.67,2.53,-4.74,-2.41
2008-04-08,V,17.02,19.56,-16.07,-1.75,28.55,-5.49,-3.38
2008-04-09,PM,49.38,2.47,-22.54,0.83,4.68,0.16,-1.46
2008-04-09,V,16.45,20.72,-12.11,-0.17,34.52,0.53,0.49
2008-04-10,V,16.53,18.09,-11.07,-2.28,32.05,1.41,-0.0
2008-04-10,PM,48.66,5.77,-22.5,6.06,7.27,2.45,-0.68
2008-04-11,No Stocks Captured,,,,,,,
2008-04-14,No Stocks Captured,,,,,,,
2008-04-15,No Stocks Captured,,,,,,,
2008-04-16,FNV,20.69,4.35,0.34,-4.06,-12.76,-10.25,-3.91
2008-04-17,No Stocks Captured,,,,,,,
2008-04-18,No Stocks Captured,,,,,,,
2008-04-21,No Stocks Captured,,,,,,,
2008-04-22,No Stocks Captured,,,,,,,
2008-04-23,No Stocks Captured,,,,,,,
2008-04-24,No Stocks Captured,,,,,,,
2008-04-25,No Stocks Captured,,,,,,,
2008-04-28,No Stocks Captured,,,,,,,
2008-04-29,No Stocks Captured,,,,,,,
2008-04-30,No Stocks Captured,,,,,,,
2008-05-01,No Stocks Captured,,,,,,,
2008-05-02,No Stocks Captured,,,,,,,
2008-05-05,No Stocks Captured,,,,,,,
2008-05-06,No Stocks Captured,,,,,,,
2008-05-07,No Stocks Captured,,,,,,,
2008-05-08,No Stocks Captured,,,,,,,
2008-05-09,No Stocks Captured,,,,,,,
2008-05-12,No Stocks Captured,,,,,,,
2008-05-13,No Stocks Captured,,,,,,,
2008-05-14,No Stocks Captured,,,,,,,
2008-05-15,No Stocks Captured,,,,,,,
2008-05-16,No Stocks Captured,,,,,,,
2008-05-19,No Stocks Captured,,,,,,,
2008-05-20,No Stocks Captured,,,,,,,
2008-05-21,No Stocks Captured,,,,,,,
2008-05-22,No Stocks Captured,,,,,,,
2008-05-23,No Stocks Captured,,,,,,,
2008-05-26,No Stocks Captured,,,,,,,
2008-05-27,No Stocks Captured,,,,,,,
2008-05-28,No Stocks Captured,,,,,,,
2008-05-29,No Stocks Captured,,,,,,,
2008-05-30,No Stocks Captured,,,,,,,
2008-06-02,No Stocks Captured,,,,,,,
2008-06-03,No Stocks Captured,,,,,,,
2008-06-04,No Stocks Captured,,,,,,,
2008-06-05,No Stocks Captured,,,,,,,
2008-06-06,No Stocks Captured,,,,,,,
2008-06-09,No Stocks Captured,,,,,,,
2008-06-10,V,20.08,-6.62,-14.54,-38.33,-1.56,5.43,-3.2
2008-06-11,V,19.43,-6.03,-10.9,-33.11,-2.41,7.87,2.34
2008-06-12,V,19.89,-11.39,-16.14,-34.64,-2.9,5.92,2.48
2008-06-13,V,20.38,-11.98,-21.06,-35.53,-8.56,2.5,2.13
2008-06-16,V,20.82,-15.82,-22.63,-42.3,-12.84,-2.65,1.68
2008-06-17,V,21.17,-20.29,-26.23,-41.33,-19.19,-2.37,-0.96
2008-06-18,V,20.97,-17.67,-26.84,-37.47,-13.87,-2.15,0.49
2008-06-19,V,21.07,-15.81,-27.13,-39.71,-10.93,-6.14,-0.83
2008-06-20,V,20.89,-14.26,-26.56,-36.36,-12.17,-1.16,-3.0
2008-06-23,No Stocks Captured,,,,,,,
2008-06-24,No Stocks Captured,,,,,,,
2008-06-25,No Stocks Captured,,,,,,,
2008-06-26,No Stocks Captured,,,,,,,
2008-06-27,No Stocks Captured,,,,,,,
2008-06-30,No Stocks Captured,,,,,,,
2008-07-01,No Stocks Captured,,,,,,,
2008-07-02,No Stocks Captured,,,,,,,
2008-07-03,No Stocks Captured,,,,,,,
2008-07-04,No Stocks Captured,,,,,,,
2008-07-07,No Stocks Captured,,,,,,,
2008-07-08,No Stocks Captured,,,,,,,
2008-07-09,No Stocks Captured,,,,,,,
2008-07-10,No Stocks Captured,,,,,,,
2008-07-11,No Stocks Captured,,,,,,,
2008-07-14,No Stocks Captured,,,,,,,
2008-07-15,No Stocks Captured,,,,,,,
2008-07-16,No Stocks Captured,,,,,,,
2008-07-17,No Stocks Captured,,,,,,,
2008-07-18,No Stocks Captured,,,,,,,
2008-07-21,No Stocks Captured,,,,,,,
2008-07-22,No Stocks Captured,,,,,,,
2008-07-23,No Stocks Captured,,,,,,,
2008-07-24,No Stocks Captured,,,,,,,
2008-07-25,No Stocks Captured,,,,,,,
2008-07-28,No Stocks Captured,,,,,,,
2008-07-29,No Stocks Captured,,,,,,,
2008-07-30,CLH,39.08,-30.71,-35.76,-31.44,4.53,-1.47,-0.14
2008-07-31,CLH,39.02,-23.46,-36.57,-30.59,6.1,-0.05,2.06
2008-08-01,No Stocks Captured,,,,,,,
2008-08-04,No Stocks Captured,,,,,,,
2008-08-05,No Stocks Captured,,,,,,,
2008-08-06,No Stocks Captured,,,,,,,
2008-08-07,No Stocks Captured,,,,,,,
2008-08-08,No Stocks Captured,,,,,,,
2008-08-11,CLH,38.33,-15.29,-27.48,-29.72,-2.24,2.52,2.5
2008-08-11,SQM,31.22,-32.1,12.26,-16.0,-3.9,5.86,1.25
2008-08-12,CLH,39.29,-19.99,-30.09,-30.84,-8.25,-1.2,0.67
2008-08-12,SQM,31.61,-19.75,8.78,-15.5,-14.66,7.02,7.49
2008-08-13,ICLR,43.16,-41.29,-47.41,-56.9,-5.03,-5.0,-2.99
2008-08-13,SQM,33.97,-35.54,3.55,-18.95,-18.31,2.15,1.55
2008-08-13,CLH,39.56,-19.35,-27.65,-30.56,-9.28,-1.43,0.3
2008-08-14,SQM,34.5,-40.3,3.1,-21.76,-18.12,6.27,-5.87
2008-08-14,KOF,60.0,-49.93,-21.42,-35.47,-1.75,2.03,-2.17
2008-08-14,ICLR,41.87,-42.82,-45.62,-52.26,0.41,-2.89,-1.03
2008-08-14,CLH,39.68,-20.73,-27.67,-31.22,-7.75,-1.42,0.06
2008-08-15,KOF,58.7,-44.4,-20.17,-35.64,0.44,0.56,2.01
2008-08-15,ICLR,41.44,-39.67,-46.19,-51.5,3.57,0.12,-1.06
2008-08-15,CLH,39.71,-19.43,-29.76,-32.62,-8.48,0.15,-1.02
2008-08-18,KOF,59.88,-46.06,-23.73,-40.31,-3.72,-2.59,-0.42
2008-08-18,ICLR,41.0,-41.56,-46.93,-50.12,4.22,0.63,-0.0
2008-08-18,CLH,39.3,-18.26,-30.2,-31.91,-8.04,-0.64,-1.21
2008-08-19,KOF,59.63,-47.73,-24.03,-40.9,-3.86,-3.72,3.37
2008-08-19,CLH,38.83,-16.74,-29.04,-33.17,-10.05,1.82,0.44
2008-08-19,ICLR,41.0,-45.8,-46.98,-49.34,5.59,-1.05,-0.0
2008-08-20,CLF,99.18,-80.93,-73.48,-76.0,-34.71,0.08,0.68
2008-08-20,CLH,38.99,-24.25,-27.5,-34.79,-14.78,4.74,0.31
2008-08-20,KOF,61.64,-50.13,-25.29,-43.88,-7.24,-7.32,-0.68
2008-08-20,ICLR,41.0,-48.93,-46.51,-47.1,6.17,1.05,-0.83
2008-08-21,KOF,61.22,-45.18,-23.88,-45.3,-7.71,-6.55,-3.58
2008-08-21,CLF,99.85,-78.01,-73.56,-73.88,-30.68,1.72,-0.48
2008-08-21,CLH,39.12,-16.71,-26.0,-34.6,-12.63,5.84,1.66
2008-08-21,ICLR,40.66,-49.14,-44.07,-45.11,1.03,1.11,2.04
2008-08-22,ICLR,41.49,-54.25,-44.44,-45.19,-1.28,-1.83,-0.55
2008-08-22,KOF,59.03,-41.64,-19.92,-41.69,-7.61,-3.88,-1.19
2008-08-22,CLF,99.37,-79.6,-72.29,-70.26,-23.12,1.86,-2.43
2008-08-25,No Stocks Captured,,,,,,,
2008-08-26,No Stocks Captured,,,,,,,
2008-08-27,No Stocks Captured,,,,,,,
2008-08-28,No Stocks Captured,,,,,,,
2008-08-29,No Stocks Captured,,,,,,,
2008-09-01,No Stocks Captured,,,,,,,
2008-09-02,No Stocks Captured,,,,,,,
2008-09-03,No Stocks Captured,,,,,,,
2008-09-04,No Stocks Captured,,,,,,,
2008-09-05,No Stocks Captured,,,,,,,
2008-09-08,No Stocks Captured,,,,,,,
2008-09-09,No Stocks Captured,,,,,,,
2008-09-10,No Stocks Captured,,,,,,,
2008-09-11,No Stocks Captured,,,,,,,
2008-09-12,No Stocks Captured,,,,,,,
2008-09-15,No Stocks Captured,,,,,,,
2008-09-16,No Stocks Captured,,,,,,,
2008-09-17,No Stocks Captured,,,,,,,
2008-09-18,No Stocks Captured,,,,,,,
2008-09-19,No Stocks Captured,,,,,,,
2008-09-22,No Stocks Captured,,,,,,,
2008-09-23,No Stocks Captured,,,,,,,
2008-09-24,No Stocks Captured,,,,,,,
2008-09-25,No Stocks Captured,,,,,,,
2008-09-26,No Stocks Captured,,,,,,,
2008-09-29,No Stocks Captured,,,,,,,
2008-09-30,No Stocks Captured,,,,,,,
2008-10-01,No Stocks Captured,,,,,,,
2008-10-02,No Stocks Captured,,,,,,,
2008-10-03,No Stocks Captured,,,,,,,
2008-10-06,No Stocks Captured,,,,,,,
2008-10-07,No Stocks Captured,,,,,,,
2008-10-08,No Stocks Captured,,,,,,,
2008-10-09,No Stocks Captured,,,,,,,
2008-10-10,No Stocks Captured,,,,,,,
2008-10-13,No Stocks Captured,,,,,,,
2008-10-14,No Stocks Captured,,,,,,,
2008-10-15,No Stocks Captured,,,,,,,
2008-10-16,No Stocks Captured,,,,,,,
2008-10-17,No Stocks Captured,,,,,,,
2008-10-20,No Stocks Captured,,,,,,,
2008-10-21,No Stocks Captured,,,,,,,
2008-10-22,No Stocks Captured,,,,,,,
2008-10-23,No Stocks Captured,,,,,,,
2008-10-24,No Stocks Captured,,,,,,,
2008-10-27,No Stocks Captured,,,,,,,
2008-10-28,No Stocks Captured,,,,,,,
2008-10-29,No Stocks Captured,,,,,,,
2008-10-30,No Stocks Captured,,,,,,,
2008-10-31,No Stocks Captured,,,,,,,
2008-11-03,No Stocks Captured,,,,,,,
2008-11-04,No Stocks Captured,,,,,,,
2008-11-05,No Stocks Captured,,,,,,,
2008-11-06,No Stocks Captured,,,,,,,
2008-11-07,No Stocks Captured,,,,,,,
2008-11-10,EC,16.49,-0.06,64.95,11.16,8.43,7.34,3.27
2008-11-11,No Stocks Captured,,,,,,,
2008-11-12,EC,17.0,-1.47,59.53,7.88,2.82,-5.88,0.59
2008-11-13,EC,17.1,2.34,57.25,5.32,6.43,-2.11,2.92
2008-11-14,EC,17.6,-3.41,50.74,7.39,2.27,-13.64,0.57
2008-11-17,EC,17.7,-1.41,54.8,8.19,5.08,-1.19,-4.12
2008-11-18,EC,16.97,1.12,59.93,13.97,12.55,-7.6,-5.72
2008-11-19,EC,16.0,4.06,69.19,20.44,17.81,13.13,4.62
2008-11-20,EC,16.74,0.06,59.86,19.77,7.53,8.12,-9.2
2008-11-21,EC,15.2,12.57,70.07,38.09,41.45,15.59,15.07
2008-11-24,EC,17.49,-2.17,51.63,15.95,9.78,-4.0,-10.35
2008-11-25,EC,15.68,6.76,68.81,31.82,22.13,9.06,15.43
2008-11-26,EC,18.1,-9.78,48.51,10.72,-0.0,-3.92,-0.0
2008-11-27,No Stocks Captured,,,,,,,
2008-11-28,EC,17.57,-10.24,48.21,16.56,4.72,-1.82,-4.44
2008-12-01,EC,16.79,-8.81,47.77,23.47,6.25,6.49,1.85
2008-12-02,No Stocks Captured,,,,,,,
2008-12-03,No Stocks Captured,,,,,,,
2008-12-04,No Stocks Captured,,,,,,,
2008-12-05,No Stocks Captured,,,,,,,
2008-12-08,No Stocks Captured,,,,,,,
2008-12-09,No Stocks Captured,,,,,,,
2008-12-10,No Stocks Captured,,,,,,,
2008-12-11,No Stocks Captured,,,,,,,
2008-12-12,No Stocks Captured,,,,,,,
2008-12-15,No Stocks Captured,,,,,,,
2008-12-16,No Stocks Captured,,,,,,,
2008-12-17,No Stocks Captured,,,,,,,
2008-12-18,No Stocks Captured,,,,,,,
2008-12-19,No Stocks Captured,,,,,,,
2008-12-22,No Stocks Captured,,,,,,,
2008-12-23,No Stocks Captured,,,,,,,
2008-12-24,No Stocks Captured,,,,,,,
2008-12-25,No Stocks Captured,,,,,,,
2008-12-26,No Stocks Captured,,,,,,,
2008-12-29,No Stocks Captured,,,,,,,
2008-12-30,No Stocks Captured,,,,,,,
2008-12-31,No Stocks Captured,,,,,,,
2009-01-01,No Stocks Captured,,,,,,,
2009-01-02,No Stocks Captured,,,,,,,
2009-01-05,No Stocks Captured,,,,,,,
2009-01-06,No Stocks Captured,,,,,,,
2009-01-07,No Stocks Captured,,,,,,,
2009-01-08,No Stocks Captured,,,,,,,
2009-01-09,No Stocks Captured,,,,,,,
2009-01-12,BML-PH,8.6,-34.77,88.49,48.26,-42.33,-21.05,0.12
2009-01-12,BML-PG,8.68,-35.48,90.09,44.01,-41.24,-22.12,-0.35
2009-01-12,BML-PJ,11.16,-40.41,66.22,37.99,-39.43,-20.34,-3.67
2009-01-13,BML-PH,8.61,-34.84,87.11,50.99,-44.83,-37.28,-4.07
2009-01-13,BML-PG,8.65,-35.84,90.75,48.67,-45.32,-39.65,-3.47
2009-01-13,BML-PJ,10.75,-36.93,74.32,43.07,-42.33,-34.42,-3.53
2009-01-14,BML-PH,8.26,-31.36,95.04,54.96,-44.19,-29.78,-16.83
2009-01-14,BML-PG,8.35,-31.5,96.41,54.61,-44.19,-29.94,-14.49
2009-01-14,BML-PJ,10.37,-33.08,83.22,45.61,-43.01,-24.3,-13.21
2009-01-15,BML-PH,6.87,-7.42,135.52,83.84,-34.79,-24.31,-1.16
2009-01-15,BML-PG,7.14,-11.62,130.95,78.43,-37.62,-26.89,-5.32
2009-01-15,BML-PJ,9.0,-14.0,110.33,65.42,-40.0,-20.22,-1.22
2009-01-16,BML-PH,6.79,-6.33,140.35,86.01,-36.67,-26.36,-0.0
2009-01-16,BML-PG,6.76,-6.66,143.49,88.46,-35.21,-22.78,-0.0
2009-01-16,BML-PJ,8.89,-12.94,116.65,67.47,-40.38,-21.26,-0.0
2009-01-19,No Stocks Captured,,,,,,,
2009-01-20,BML-PH,5.4,12.96,196.67,145.19,-27.59,-4.89,7.41
2009-01-21,BML-PH,5.8,14.14,177.24,128.28,-38.79,-0.0,-10.34
2009-01-22,BML-PH,5.2,29.42,206.73,157.12,-44.62,7.88,-3.85
2009-01-23,BML-PH,5.0,40.0,214.0,164.4,-45.2,5.8,2.8
2009-01-26,BML-PH,5.14,22.18,208.56,164.59,-49.61,-4.28,-0.08
2009-01-27,BML-PH,5.14,26.56,206.85,163.43,-35.55,-10.44,12.93
2009-01-28,BML-PH,5.8,12.07,170.69,139.66,-33.45,-29.14,-3.28
2009-01-29,BML-PH,5.61,20.32,176.11,139.75,-29.06,-26.56,-5.7
2009-01-30,BML-PH,5.29,41.4,191.12,156.14,-16.45,-10.21,-6.99
2009-02-02,BML-PH,4.92,52.24,210.77,173.37,-9.76,0.81,-6.5
2009-02-03,BML-PH,4.6,58.7,231.52,198.04,-5.87,3.26,-10.65
2009-02-04,BML-PH,4.11,86.62,269.83,226.03,-6.57,12.17,0.24
2009-02-05,BML-PH,4.12,100.24,266.5,227.67,-14.81,8.74,15.29
2009-02-06,BML-PH,4.75,77.05,218.32,184.21,-21.68,-9.47,4.42
2009-02-09,No Stocks Captured,,,,,,,
2009-02-10,No Stocks Captured,,,,,,,
2009-02-11,No Stocks Captured,,,,,,,
2009-02-12,No Stocks Captured,,,,,,,
2009-02-13,No Stocks Captured,,,,,,,
2009-02-16,No Stocks Captured,,,,,,,
2009-02-17,No Stocks Captured,,,,,,,
2009-02-18,BML-PH,3.55,134.93,342.82,301.41,45.92,8.73,-18.87
2009-02-19,No Stocks Captured,,,,,,,
2009-02-20,No Stocks Captured,,,,,,,
2009-02-23,No Stocks Captured,,,,,,,
2009-02-24,No Stocks Captured,,,,,,,
2009-02-25,No Stocks Captured,,,,,,,
2009-02-26,No Stocks Captured,,,,,,,
2009-02-27,No Stocks Captured,,,,,,,
2009-03-02,No Stocks Captured,,,,,,,
2009-03-03,No Stocks Captured,,,,,,,
2009-03-04,No Stocks Captured,,,,,,,
2009-03-05,No Stocks Captured,,,,,,,
2009-03-06,No Stocks Captured,,,,,,,
2009-03-09,No Stocks Captured,,,,,,,
2009-03-10,No Stocks Captured,,,,,,,
2009-03-11,No Stocks Captured,,,,,,,
2009-03-12,BML-PH,5.35,128.04,231.59,184.67,18.88,1.87,-4.67
2009-03-13,BML-PH,5.1,146.6,249.8,193.33,24.71,4.12,-0.0
2009-03-16,BML-PH,5.1,149.02,248.04,190.39,29.41,10.78,-3.92
2009-03-17,BML-PH,4.9,162.45,265.1,188.16,24.49,14.29,5.71
2009-03-18,BML-PH,5.18,150.97,244.79,168.34,27.8,4.63,5.21
2009-03-19,BML-PH,5.45,145.87,225.14,153.21,23.49,-2.75,-2.57
2009-03-20,BML-PH,5.31,158.95,234.27,159.89,31.83,-2.45,6.4
2009-03-23,BML-PH,5.65,138.05,213.27,144.25,11.15,-12.39,-0.88
2009-03-24,BML-PH,5.6,135.71,216.07,143.75,16.07,-8.98,-3.21
2009-03-25,BML-PH,5.42,144.46,227.49,155.35,19.93,-3.51,-2.21
2009-03-26,BML-PH,5.3,159.43,235.85,171.32,27.36,5.66,-2.26
2009-03-27,BML-PH,5.18,172.2,243.05,177.8,44.4,10.04,-4.44
2009-03-30,BML-PH,4.95,146.46,262.63,179.8,51.31,13.33,2.97
2009-03-31,BML-PH,5.1,122.68,250.21,169.57,43.22,10.06,2.61
2009-04-01,BML-PH,5.23,122.75,240.9,164.63,46.65,8.41,7.07
2009-04-02,BML-PH,5.6,112.5,216.96,141.96,47.32,13.57,1.79
2009-04-03,BML-PH,5.7,105.26,211.4,134.56,47.54,11.58,-1.58
2009-04-06,BML-PH,5.61,127.27,215.51,137.61,57.04,17.65,-0.0
2009-04-07,BML-PH,5.61,131.73,214.79,137.97,59.54,8.73,1.07
2009-04-08,BML-PH,5.67,125.75,211.29,134.57,77.25,16.75,12.17
2009-04-09,BML-PH,6.36,98.58,177.52,108.96,43.08,5.82,-0.0
2009-04-10,BML-PH,6.36,98.58,180.34,107.55,39.15,10.06,3.77
2009-04-13,BML-PH,6.6,102.12,170.45,100.15,31.36,-4.85,-7.58
2009-04-14,BML-PH,6.1,117.05,191.15,116.89,42.13,6.56,8.52
2009-04-15,BML-PH,6.62,100.0,174.17,100.15,25.98,-1.81,1.66
2009-04-16,BML-PH,6.73,98.66,169.99,94.95,17.83,0.3,4.01
2009-04-17,BML-PH,7.0,88.86,157.14,88.71,19.43,6.86,-10.29
2009-04-20,BML-PH,6.28,116.56,185.83,110.67,40.76,19.27,3.5
2009-04-21,BML-PH,6.5,108.15,177.69,105.38,38.15,12.31,-0.0
2009-04-22,BML-PH,6.5,113.85,176.95,108.46,36.62,18.0,3.85
2009-04-23,BML-PH,6.75,99.26,168.15,102.67,29.48,22.22,10.81
2009-04-24,BML-PH,7.48,81.15,140.51,85.16,17.91,12.43,0.13
2009-04-27,BML-PH,7.49,79.57,136.18,91.46,17.76,17.62,-2.54
2009-04-28,BML-PH,7.3,87.81,139.86,91.78,18.08,22.6,5.07
2009-04-29,BML-PH,7.67,74.71,130.51,82.27,16.3,31.03,7.56
2009-04-30,BML-PH,8.25,63.64,114.18,68.48,40.61,10.3,1.94
2009-05-01,BML-PH,8.41,60.52,108.68,64.33,50.42,5.23,4.76
2009-05-04,BML-PH,8.81,54.37,103.18,57.78,39.5,-1.59,1.59
2009-05-05,BML-PH,8.95,52.82,99.22,54.19,29.61,-3.13,12.29
2009-05-06,BML-PH,10.05,35.72,75.02,37.81,14.23,-17.01,-9.45
2009-05-07,BML-PH,9.1,51.65,95.05,53.08,34.07,-12.86,-2.75
2009-05-08,BML-PH,8.85,55.37,98.31,55.82,42.11,-5.54,-2.03
2009-05-11,BML-PH,8.67,67.01,107.15,59.4,46.48,1.96,-0.0
2009-05-12,BML-PH,8.67,61.48,105.65,58.59,48.33,3.58,-3.81
2009-05-13,BML-PH,8.34,70.86,113.67,62.95,55.88,6.47,-4.92
2009-05-14,BML-PH,7.93,76.67,121.82,71.5,68.98,10.21,5.42
2009-05-15,BML-PH,8.36,88.04,107.18,62.56,64.47,5.5,5.74
2009-05-18,BML-PH,8.84,85.52,92.31,51.58,52.15,-0.23,1.58
2009-05-19,BML-PH,8.98,74.28,83.85,46.66,46.99,-4.01,-1.11
2009-05-20,BML-PH,8.88,78.49,85.81,48.65,49.21,0.45,-1.58
2009-05-21,BML-PH,8.74,85.35,83.07,51.6,57.32,32.72,0.92
2009-05-22,BML-PH,8.82,79.93,79.71,48.98,59.86,43.42,-0.0
2009-05-25,No Stocks Captured,,,,,,,
2009-05-26,BML-PH,8.62,76.33,78.65,50.81,31.67,34.57,3.48
2009-05-27,BML-PH,8.92,71.52,77.58,47.42,30.61,28.7,30.04
2009-05-28,BML-PH,11.6,30.34,39.47,12.91,2.59,5.17,9.05
2009-05-29,BML-PH,12.65,23.72,30.04,4.9,-7.51,-0.58,-2.85
2009-06-01,BML-PH,12.29,26.04,33.85,8.22,3.74,3.34,-5.61
2009-06-02,BML-PH,11.6,32.07,40.09,14.4,12.07,10.86,-1.03
2009-06-03,BML-PH,11.48,34.23,45.56,15.59,11.5,13.24,6.27
2009-06-04,No Stocks Captured,,,,,,,
2009-06-05,No Stocks Captured,,,,,,,
2009-06-08,No Stocks Captured,,,,,,,
2009-06-09,No Stocks Captured,,,,,,,
2009-06-10,No Stocks Captured,,,,,,,
2009-06-11,No Stocks Captured,,,,,,,
2009-06-12,No Stocks Captured,,,,,,,
2009-06-15,No Stocks Captured,,,,,,,
2009-06-16,No Stocks Captured,,,,,,,
2009-06-17,No Stocks Captured,,,,,,,
2009-06-18,No Stocks Captured,,,,,,,
2009-06-19,No Stocks Captured,,,,,,,
2009-06-22,No Stocks Captured,,,,,,,
2009-06-23,No Stocks Captured,,,,,,,
2009-06-24,No Stocks Captured,,,,,,,
2009-06-25,No Stocks Captured,,,,,,,
2009-06-26,No Stocks Captured,,,,,,,
2009-06-29,No Stocks Captured,,,,,,,
2009-06-30,No Stocks Captured,,,,,,,
2009-07-01,No Stocks Captured,,,,,,,
2009-07-02,No Stocks Captured,,,,,,,
2009-07-03,No Stocks Captured,,,,,,,
2009-07-06,No Stocks Captured,,,,,,,
2009-07-07,No Stocks Captured,,,,,,,
2009-07-08,No Stocks Captured,,,,,,,
2009-07-09,No Stocks Captured,,,,,,,
2009-07-10,No Stocks Captured,,,,,,,
2009-07-13,No Stocks Captured,,,,,,,
2009-07-14,No Stocks Captured,,,,,,,
2009-07-15,No Stocks Captured,,,,,,,
2009-07-16,No Stocks Captured,,,,,,,
2009-07-17,No Stocks Captured,,,,,,,
2009-07-20,No Stocks Captured,,,,,,,
2009-07-21,No Stocks Captured,,,,,,,
2009-07-22,No Stocks Captured,,,,,,,
2009-07-23,No Stocks Captured,,,,,,,
2009-07-24,No Stocks Captured,,,,,,,
2009-07-27,No Stocks Captured,,,,,,,
2009-07-28,No Stocks Captured,,,,,,,
2009-07-29,No Stocks Captured,,,,,,,
2009-07-30,No Stocks Captured,,,,,,,
2009-07-31,No Stocks Captured,,,,,,,
2009-08-03,No Stocks Captured,,,,,,,
2009-08-04,No Stocks Captured,,,,,,,
2009-08-05,No Stocks Captured,,,,,,,
2009-08-06,No Stocks Captured,,,,,,,
2009-08-07,No Stocks Captured,,,,,,,
2009-08-10,No Stocks Captured,,,,,,,
2009-08-11,No Stocks Captured,,,,,,,
2009-08-12,No Stocks Captured,,,,,,,
2009-08-13,No Stocks Captured,,,,,,,
2009-08-14,No Stocks Captured,,,,,,,
2009-08-17,No Stocks Captured,,,,,,,
2009-08-18,No Stocks Captured,,,,,,,
2009-08-19,BUD,40.69,19.54,31.65,25.31,15.38,4.45,-0.22
2009-08-20,BUD,40.6,18.89,28.74,17.96,14.66,4.36,3.57
2009-08-21,BUD,42.05,19.55,22.95,10.42,11.77,1.55,-0.36
2009-08-24,BUD,41.9,23.27,23.03,12.27,13.84,3.58,1.67
2009-08-25,BUD,42.6,19.93,20.02,13.9,9.98,-2.58,-0.23
2009-08-26,BUD,42.5,20.92,20.02,13.65,8.0,-1.76,-0.31
2009-08-27,BUD,42.37,19.42,20.65,15.95,7.67,-1.94,0.78
2009-08-28,BUD,42.7,18.67,21.5,16.02,5.2,-1.41,1.64
2009-08-31,BUD,43.4,18.25,17.95,14.15,4.68,-3.0,-4.38
2009-09-01,BUD,41.5,23.66,25.23,20.99,9.11,4.82,0.6
2009-09-02,BUD,41.75,25.6,29.87,21.8,10.04,6.47,-0.48
2009-09-03,BUD,41.55,26.21,32.25,23.13,8.47,8.3,1.32
2009-09-04,BUD,42.1,21.57,31.0,19.52,4.51,7.96,-0.0
2009-09-07,No Stocks Captured,,,,,,,
2009-09-08,BUD,43.5,20.11,24.9,12.76,7.26,6.32,2.18
2009-09-09,BUD,44.45,19.78,25.2,13.09,5.11,5.62,1.24
2009-09-10,BUD,45.0,16.98,22.33,10.53,7.09,3.44,1.0
2009-09-11,BUD,45.45,15.82,20.57,9.9,4.71,3.41,1.58
2009-09-14,BUD,46.17,13.71,20.16,10.14,3.75,3.31,0.17
2009-09-15,BUD,46.25,10.62,20.76,9.97,2.81,1.3,1.51
2009-09-16,BUD,46.95,9.41,19.89,9.48,5.54,-2.24,-0.85
2009-09-17,BUD,46.55,11.04,20.97,6.17,7.0,-2.0,0.97
2009-09-18,BUD,47.0,11.32,17.79,5.53,6.79,-4.43,1.49
2009-09-21,BUD,47.7,11.09,17.74,2.73,7.32,-4.76,-1.78
